age,gender,income,daily_gaming_hours,weekly_sessions,years_gaming,sleep_hours,caffeine_intake,exercise_hours,stress_level,anxiety_score,depression_score,social_interaction_score,relationship_satisfaction,academic_performance,work_productivity,addiction_level,multiplayer_ratio,toxic_exposure,violent_games_ratio,mobile_gaming_ratio,night_gaming_ratio,weekend_gaming_hours,friends_gaming_count,online_friends,streaming_hours,esports_interest,headset_usage,microtransactions_spending,parental_supervision,loneliness_score,aggression_score,happiness_score,bmi,screen_time_total,eye_strain_score,back_pain_score,competitive_rank,internet_quality
29,Female,57384,1.22,31,22,7.02,1.17,1.49,1,3.99,3.79,7.72,3.73,55.47,65.26,0.62,0.13,0.49,0.63,0.91,0.79,9.31,7,348,4.03,9,1,1717.07,3,2.55,6.16,8.99,23.29,4.51,4.39,3.13,30,2
14,Male,132511,2.12,10,24,5.72,0.23,2.08,4,3.95,4.09,5.53,5.61,63.6,89.35,2.58,0.8,0.63,0.04,0.45,0.3,5.28,2,249,0.92,4,0,430.68,10,6.62,6.54,7.04,26.35,4.8,6.37,0.8,53,8
14,Female,130053,3.32,17,11,8.8,1.52,0.56,5,2.29,2.37,2.59,5.8,65.12,70.36,1.54,0.39,0.48,0.17,0.43,0.12,2.57,35,218,0.71,7,1,193.74,7,4.58,5.0,3.92,24.67,6.35,4.74,3.61,94,8
40,Female,53982,11.64,11,5,9.09,1.77,1.36,10,5.58,9.02,8.36,3.67,64.34,75.51,9.5,0.61,0.31,0.39,0.07,0.59,6.32,5,435,1.2,7,0,871.94,9,5.28,0.12,5.87,22.97,19.39,4.6,2.92,16,3
35,Male,57028,2.05,37,21,6.29,7.51,0.48,1,2.12,3.54,5.0,2.94,74.17,52.56,0.0,0.37,0.16,0.04,0.34,0.62,5.49,0,15,1.41,8,1,54.09,7,8.33,7.8,7.99,28.99,5.07,3.79,4.97,81,1
49,Male,25603,1.31,37,22,9.23,0.68,0.76,10,4.92,4.58,6.66,6.95,60.01,81.56,0.8,0.74,0.53,0.44,0.85,0.17,0.68,31,11,1.07,3,0,2211.31,8,4.62,5.2,3.16,30.87,3.86,5.84,2.08,94,1
44,Male,123140,2.37,39,8,3.92,2.34,0.62,3,6.37,7.0,5.42,2.54,66.29,87.65,1.34,0.28,0.06,0.53,0.89,0.41,4.6,38,34,2.45,9,1,504.18,1,7.76,6.79,6.66,18.37,7.53,0.06,2.47,73,5
45,Male,74866,3.11,9,8,8.73,0.39,3.23,3,9.23,5.77,1.3,4.53,64.3,69.9,1.01,0.67,0.52,0.1,0.37,0.38,2.39,11,374,1.88,4,1,318.77,3,5.07,4.02,4.77,19.21,13.08,3.25,3.36,66,1
13,Male,25569,4.67,15,22,6.91,1.68,2.15,6,3.23,7.91,6.76,5.32,61.03,97.76,3.51,0.63,0.1,0.42,0.36,0.12,3.11,19,251,0.78,0,1,308.66,2,6.78,7.07,5.22,16.93,9.24,2.75,5.07,96,8
31,Female,97578,7.58,16,21,7.95,1.91,0.08,4,5.22,7.28,5.17,4.31,77.55,57.84,6.37,0.38,0.43,0.31,0.51,0.84,10.76,13,151,0.31,1,1,62.87,9,5.57,2.54,5.05,19.46,11.84,6.05,5.9,67,10
14,Other,66756,5.42,28,17,7.82,0.67,0.93,5,6.35,4.12,7.01,8.17,65.54,67.87,4.12,0.61,0.39,0.43,0.44,0.81,3.0,20,229,1.66,2,1,42.18,9,6.45,4.94,7.47,23.49,6.53,3.4,2.73,22,4
56,Female,139026,5.88,24,16,7.16,1.03,0.03,6,6.33,5.33,5.72,5.38,75.23,58.31,4.4,0.33,0.17,0.44,0.63,0.19,4.25,15,421,4.56,4,0,66.93,6,2.85,5.52,6.61,23.45,10.13,4.93,4.57,66,5
38,Female,90925,10.69,11,22,9.39,1.38,0.22,2,5.37,5.49,5.25,7.51,71.12,65.41,6.98,0.23,0.14,0.59,0.28,0.91,9.64,1,410,0.42,3,0,513.08,6,4.95,4.79,6.01,15.58,13.49,2.38,3.24,21,3
44,Male,95362,4.65,25,19,8.01,2.7,0.21,8,4.34,5.67,6.38,6.69,78.53,55.84,3.22,0.83,0.49,0.22,0.5,0.86,10.05,41,434,1.55,1,0,37.14,5,7.97,5.08,5.98,21.61,6.02,4.29,5.84,16,2
18,Male,124531,2.09,2,5,7.37,3.59,2.5,4,2.71,1.81,4.46,1.93,100.0,74.21,0.0,0.9,0.72,0.34,0.43,0.66,4.29,34,53,1.32,3,0,885.91,3,3.55,4.74,7.97,20.58,9.1,4.06,4.98,38,10
44,Female,144692,3.05,37,18,6.07,2.66,3.5,8,0.66,9.79,6.63,6.46,59.55,95.75,0.0,0.86,0.19,0.39,0.37,0.35,0.97,45,201,10.24,10,1,1169.7,2,6.24,6.96,6.1,27.52,10.74,4.78,3.94,5,8
16,Female,108534,1.93,35,1,8.07,0.25,1.03,5,2.73,1.38,5.89,3.55,56.12,71.73,0.92,0.65,0.42,0.5,0.75,0.32,7.31,35,128,3.91,1,0,1197.02,10,4.76,1.12,7.43,25.19,4.33,9.05,2.38,50,7
23,Female,108447,2.33,38,17,5.77,0.55,3.15,4,3.46,8.96,6.18,7.02,49.94,55.68,2.4,0.5,0.11,0.18,0.4,0.88,5.96,39,145,2.49,6,1,486.95,2,5.85,6.99,6.34,28.56,4.11,6.18,4.87,2,1
29,Female,58021,5.09,34,7,7.07,2.51,2.65,2,6.47,6.22,5.48,0.91,56.18,84.13,3.6,0.93,0.12,0.58,0.35,0.27,16.7,11,205,1.19,8,1,131.32,1,6.24,7.85,6.38,22.95,8.61,5.5,2.99,34,4
50,Female,83532,2.31,3,4,5.36,3.64,0.02,8,4.71,4.36,3.19,5.9,53.86,49.64,0.09,0.67,0.59,0.53,0.37,0.53,10.86,31,236,2.4,3,1,85.29,8,3.67,5.63,7.5,33.13,9.89,4.24,4.18,38,9
36,Male,66550,12.41,12,13,8.1,2.76,1.54,10,6.51,5.84,5.09,6.17,52.22,52.18,8.44,0.24,0.78,0.35,0.15,0.33,7.44,31,268,1.19,5,0,19.11,3,3.4,4.18,3.06,22.7,14.04,3.27,3.47,36,8
17,Female,130226,1.47,28,6,8.25,4.46,7.26,10,2.29,5.27,5.74,10.0,40.76,90.88,2.29,0.77,0.23,0.12,0.75,0.35,8.15,22,127,2.91,10,0,109.22,10,5.27,5.57,7.62,15.08,7.06,3.45,1.45,80,6
46,Female,140001,6.85,1,10,8.75,0.25,1.54,5,1.02,6.58,7.57,4.67,62.07,44.28,4.64,0.39,0.37,0.43,0.24,0.31,7.59,15,495,1.13,9,1,142.09,2,4.53,6.89,4.72,27.73,10.94,2.87,3.89,9,9
18,Male,105785,5.13,33,8,6.78,6.54,0.1,7,9.16,9.83,5.34,7.87,100.0,68.81,1.98,0.81,0.14,0.38,0.33,0.58,5.71,2,357,0.74,7,1,1466.25,0,5.65,2.0,6.74,20.1,8.33,3.44,2.21,37,6
34,Male,107897,1.12,33,13,4.89,0.41,0.1,10,6.49,3.69,7.05,5.57,77.31,59.79,1.0,0.34,0.4,0.55,0.92,0.48,8.65,22,273,2.31,0,1,262.91,4,1.2,5.48,3.59,26.26,2.96,3.65,4.05,29,10
23,Male,119032,9.97,9,24,7.94,1.64,2.57,1,5.74,7.88,5.68,4.25,75.19,53.41,7.15,0.39,0.14,0.75,0.87,0.45,2.1,24,2,0.54,5,0,556.05,7,5.23,6.23,6.56,23.7,17.74,3.38,0.22,35,7
28,Female,16755,4.33,31,3,9.36,1.01,3.5,10,5.91,1.88,8.18,7.64,55.55,78.98,3.91,0.48,0.26,0.32,0.45,0.31,10.25,2,306,0.83,2,0,571.66,5,1.74,0.71,6.94,28.13,8.06,6.38,3.82,31,3
45,Male,133325,5.53,33,9,7.59,1.86,1.11,2,1.13,7.44,1.92,5.56,74.37,71.17,3.16,0.62,0.47,0.43,0.61,0.22,0.84,9,57,1.77,10,0,254.49,4,2.98,7.92,5.26,30.8,6.29,5.67,1.31,79,8
21,Male,118928,6.88,28,16,4.44,5.5,4.55,10,6.74,7.93,5.15,6.17,58.31,64.99,4.18,0.47,0.32,0.33,0.19,0.73,4.4,18,112,2.76,4,0,289.44,10,6.23,7.7,5.52,20.1,10.46,5.15,4.81,70,1
18,Male,39135,3.29,23,16,6.88,1.31,1.12,2,5.32,1.87,6.55,4.79,46.5,52.9,1.72,0.11,0.16,0.04,0.22,0.49,1.55,31,89,2.01,1,0,606.71,6,6.53,3.31,7.86,26.11,11.33,5.29,1.27,77,1
28,Male,101530,3.2,28,5,9.66,1.49,10.95,6,3.23,9.56,5.64,6.89,91.6,71.63,2.09,0.62,0.42,0.68,0.89,0.36,0.85,9,268,2.65,1,0,44.94,1,4.82,4.99,7.49,27.1,7.13,2.35,4.05,52,1
41,Female,88562,6.02,30,4,6.13,0.99,1.73,1,5.52,6.76,7.14,4.22,69.78,100.0,2.85,0.88,0.33,0.56,0.47,0.66,2.83,41,272,1.86,8,0,172.02,8,6.55,8.02,4.39,19.02,9.62,4.27,4.42,90,4
15,Female,43604,5.51,15,12,6.32,0.33,0.87,2,4.72,4.41,4.21,4.21,83.36,70.0,5.25,0.21,0.46,0.58,0.38,0.14,3.19,7,429,1.19,6,0,848.44,9,4.36,5.25,5.71,30.16,7.32,3.47,1.67,10,3
32,Other,130690,3.04,14,16,9.52,0.08,8.03,10,4.88,3.27,5.35,6.74,84.31,48.27,2.17,0.71,0.06,0.61,0.47,0.22,0.24,19,437,4.99,5,0,283.65,5,5.44,6.77,5.73,28.83,5.31,4.94,2.8,69,10
48,Male,119096,9.66,31,9,7.67,1.03,1.69,5,3.01,2.19,7.64,6.35,83.21,44.29,7.23,0.81,0.25,0.27,0.48,0.39,4.2,49,407,1.95,8,1,2187.3,5,4.17,5.13,5.97,17.64,15.49,4.82,7.51,74,7
31,Female,98157,5.3,16,19,5.69,0.88,0.11,1,3.04,6.21,5.5,2.92,55.36,100.0,3.46,0.32,0.25,0.53,0.49,0.79,4.74,4,51,3.23,1,0,556.5,7,6.51,6.9,0.0,28.27,10.9,3.31,8.74,30,6
38,Male,83185,3.24,6,12,6.27,0.31,5.0,2,2.1,6.3,8.05,2.8,86.74,68.92,2.83,0.05,0.39,0.61,0.64,0.84,1.08,33,29,1.25,10,0,1474.7,3,6.02,6.64,7.41,29.58,11.78,3.66,2.09,59,7
15,Other,58832,5.84,29,11,5.47,2.32,2.71,9,4.14,5.74,4.47,6.35,66.13,91.96,2.95,0.27,0.58,0.88,0.51,0.42,7.08,15,483,0.73,5,0,138.15,8,4.88,1.27,4.57,24.65,9.37,5.14,0.0,50,4
31,Other,58080,2.43,22,9,8.16,7.2,3.45,8,3.59,3.86,4.54,6.19,51.35,59.75,0.86,0.43,0.47,0.28,0.87,0.58,3.36,11,416,2.91,6,0,526.28,2,7.73,6.47,5.76,18.65,5.53,7.57,4.19,28,3
32,Female,137588,9.88,38,15,6.48,1.55,0.65,3,4.76,6.5,7.01,5.65,63.83,73.85,7.08,0.45,0.57,0.18,0.55,0.5,2.3,33,376,0.72,9,0,826.19,3,3.9,5.44,3.99,26.02,14.87,2.41,4.77,11,2
44,Male,26273,7.9,38,4,6.38,0.34,6.54,10,4.67,10.0,7.48,5.43,74.86,65.98,4.75,0.85,0.29,0.4,0.43,0.8,4.52,36,133,3.49,4,0,384.03,1,2.79,5.95,5.23,25.35,11.56,7.36,9.03,7,3
19,Male,133581,5.86,17,0,8.2,0.31,3.64,7,4.41,7.83,6.4,5.04,65.02,88.86,4.31,0.57,0.18,0.79,0.85,0.84,2.26,12,318,2.06,0,0,1257.45,8,4.38,4.69,6.09,25.62,10.45,4.03,5.19,22,4
53,Female,28664,2.01,37,5,7.48,1.41,3.55,9,5.22,3.61,2.44,4.45,42.21,81.27,0.39,0.41,0.15,0.39,0.64,0.25,4.71,29,316,4.51,8,1,395.68,1,3.4,10.0,10.0,22.26,4.22,4.95,3.86,63,2
45,Male,43260,0.6,36,2,7.46,8.26,1.55,10,3.04,6.38,7.79,0.2,70.12,62.35,0.0,0.84,0.27,0.42,0.63,0.41,4.64,1,354,1.66,3,1,1090.41,3,9.6,3.4,5.27,20.45,10.43,1.3,6.91,91,2
52,Female,22788,3.32,10,6,6.4,0.17,0.82,3,1.58,3.8,6.17,6.83,81.36,68.82,1.19,0.19,0.06,0.48,0.15,0.25,10.44,21,329,1.06,9,0,222.51,2,3.79,3.2,4.08,33.62,4.76,1.46,0.0,74,6
51,Female,24241,1.09,3,3,6.73,0.52,0.3,10,2.58,4.77,4.59,7.32,82.99,63.42,2.61,0.68,0.72,0.05,0.18,0.52,4.68,43,184,1.0,10,0,244.52,6,2.55,7.38,7.88,24.37,5.23,4.76,4.12,27,7
30,Male,50682,5.53,33,12,5.95,0.65,0.37,4,3.82,3.03,5.22,7.35,81.69,70.29,3.32,0.57,0.18,0.42,0.49,0.5,14.55,24,464,3.21,5,1,1802.03,0,3.61,5.92,7.54,25.71,7.96,4.98,6.81,36,4
52,Female,5025,6.04,33,14,7.47,0.46,1.42,2,2.52,3.87,7.31,4.29,68.06,90.12,3.91,0.63,0.09,0.19,0.67,0.26,9.31,28,363,3.47,2,0,523.15,5,5.77,6.06,8.75,23.53,8.7,3.02,2.12,29,8
13,Female,116402,2.56,6,8,7.86,1.87,0.53,3,1.79,2.34,8.64,6.46,75.18,78.7,0.0,0.37,0.33,0.61,0.79,0.35,7.06,0,418,2.81,6,1,270.18,4,4.17,8.37,8.95,24.96,5.1,6.29,0.57,40,4
23,Female,97484,4.41,35,1,5.64,0.37,3.49,9,3.31,6.37,5.59,4.58,52.84,88.35,1.97,0.55,0.12,0.66,0.42,0.32,4.88,6,267,3.7,8,0,117.33,10,7.53,4.33,5.08,31.81,8.45,7.59,4.51,15,1
40,Male,78174,6.25,21,9,4.19,3.1,1.56,7,3.02,10.0,3.16,2.69,48.66,100.0,2.59,0.52,0.32,0.29,0.23,0.48,4.06,15,9,0.24,7,0,492.24,9,2.74,2.92,8.69,25.73,9.26,7.87,4.05,59,5
37,Female,26947,4.04,1,19,3.94,0.02,0.43,2,2.45,5.09,8.51,4.8,77.5,37.25,1.83,0.91,0.02,0.82,0.64,0.41,4.07,13,53,1.0,3,0,223.03,10,3.33,4.94,7.45,27.71,4.99,5.4,5.5,67,7
35,Female,103188,0.54,19,1,6.9,0.27,0.33,7,3.86,6.81,6.64,8.57,47.39,59.47,2.37,0.46,0.08,0.23,0.7,0.52,2.88,39,374,0.45,1,0,528.15,2,7.33,7.22,3.66,26.97,1.31,4.52,4.46,3,8
43,Male,80960,1.81,21,9,9.44,7.35,6.29,9,3.89,7.5,6.89,3.49,62.5,44.45,2.36,0.32,0.56,0.33,0.45,0.39,1.61,1,392,4.33,10,1,113.62,5,4.48,4.7,6.14,23.83,3.6,5.9,2.7,36,5
42,Male,66609,12.91,32,6,7.59,3.18,0.38,10,6.26,1.9,2.6,5.64,48.89,79.84,8.97,0.44,0.13,0.12,0.15,0.46,3.14,28,382,1.46,0,0,62.69,10,3.45,1.61,10.0,32.37,16.26,3.27,1.3,3,8
54,Female,75490,3.35,19,21,6.38,3.86,2.79,1,4.05,0.68,8.72,3.84,63.5,70.08,2.85,0.48,0.55,0.39,0.69,0.81,5.38,42,195,0.75,9,1,126.85,7,6.2,4.7,4.83,23.33,10.56,1.13,6.05,97,8
47,Female,6587,2.85,2,12,6.99,1.83,2.01,9,3.85,4.28,3.4,7.16,62.44,86.31,1.25,0.23,0.29,0.27,0.42,0.21,2.57,36,206,4.26,6,1,456.81,6,3.33,4.18,4.14,21.06,5.09,9.16,5.98,58,7
19,Male,137360,6.35,5,6,11.49,2.29,0.7,5,3.16,5.58,6.91,5.51,56.97,74.13,4.19,0.56,0.73,0.24,0.75,0.63,14.32,29,189,0.79,3,0,45.94,9,3.37,5.68,8.99,24.37,9.1,5.96,1.91,49,6
28,Male,120841,2.77,17,5,5.09,0.62,0.4,7,3.92,4.93,5.42,6.8,83.47,80.33,1.5,0.73,0.69,0.4,0.84,0.11,1.87,46,200,1.33,0,0,964.77,0,7.09,0.02,4.52,25.6,6.34,3.82,2.47,10,1
38,Male,110007,7.77,23,12,6.65,3.05,3.09,6,6.85,6.04,9.82,5.0,58.65,76.14,8.27,0.4,0.46,0.73,0.47,0.64,13.31,3,345,2.11,0,1,10.69,7,4.97,5.16,3.25,24.38,10.03,9.57,1.0,73,10
14,Male,123565,2.32,18,2,4.89,0.79,2.72,6,9.66,4.15,6.79,8.76,59.16,60.74,3.36,0.81,0.29,0.84,0.83,0.84,0.76,49,306,0.12,9,1,182.01,5,4.99,9.72,4.85,28.89,3.34,0.21,1.02,76,7
13,Male,138791,1.12,3,14,7.53,0.6,3.06,8,5.99,8.95,2.54,5.78,69.67,53.09,0.0,0.75,0.53,0.45,0.38,0.58,1.45,47,50,4.27,5,0,381.3,9,3.22,5.37,3.68,23.79,3.3,7.51,3.91,88,2
24,Female,97221,2.15,19,0,6.08,4.57,1.42,2,5.79,6.55,7.54,8.79,78.84,71.54,1.38,0.53,0.35,0.17,0.48,0.55,7.17,45,367,2.15,10,0,737.11,5,3.09,3.86,6.15,19.88,5.01,4.49,4.01,28,8
17,Male,122112,1.85,19,6,6.15,5.63,1.24,1,1.34,8.38,8.8,4.46,48.33,72.01,0.34,0.75,0.26,0.55,0.71,0.25,5.81,47,427,1.15,0,0,113.23,4,6.01,8.94,3.07,21.19,3.88,7.18,4.29,14,5
49,Female,105115,7.53,13,15,7.88,0.04,1.66,8,7.22,6.51,8.48,8.04,86.76,87.68,4.14,0.78,0.2,0.37,0.55,0.1,8.44,9,341,1.85,3,0,734.39,9,5.82,4.8,8.08,21.63,12.39,4.06,1.19,49,5
44,Male,9972,3.4,12,21,8.15,1.77,0.89,4,7.52,5.65,8.47,8.05,61.12,70.45,3.72,0.5,0.56,0.23,0.32,0.57,1.72,34,427,1.46,6,0,123.37,8,4.79,1.74,8.75,18.76,9.63,7.11,3.61,97,9
21,Female,69549,3.6,32,9,7.32,3.78,0.28,4,4.22,5.09,5.05,8.38,60.91,71.28,3.0,0.27,0.37,0.32,0.69,0.83,4.22,38,89,1.8,5,0,91.04,4,5.38,1.68,8.29,18.32,4.74,4.0,3.42,21,4
53,Female,88646,1.15,31,22,10.09,0.73,0.92,3,9.5,3.37,2.1,6.33,70.17,79.82,0.0,0.47,0.43,0.3,0.6,0.43,3.65,38,271,0.61,3,0,228.08,2,5.43,5.76,6.75,26.8,11.35,0.85,3.02,61,7
47,Female,50074,4.87,19,4,6.62,3.35,2.91,8,2.26,5.23,4.88,5.0,60.22,52.61,3.82,0.59,0.49,0.34,0.18,0.57,1.34,28,150,0.81,6,0,442.05,6,7.38,5.5,7.43,26.28,8.38,5.32,3.02,92,6
31,Female,22247,4.54,39,6,6.28,1.15,1.56,6,3.8,6.92,4.12,4.93,77.09,76.33,3.46,0.42,0.16,0.25,0.32,0.68,7.15,21,201,0.75,9,1,773.69,6,2.48,5.95,8.79,25.59,11.19,4.51,5.07,88,9
28,Male,88614,2.96,6,24,6.36,0.33,3.61,7,7.43,3.66,5.13,5.46,74.38,52.8,1.49,0.43,0.16,0.28,0.7,0.62,6.28,12,138,0.84,0,0,306.7,4,5.38,4.16,7.12,26.46,4.52,3.4,3.31,70,5
15,Male,17134,5.54,9,6,7.39,1.47,0.96,7,5.86,4.71,4.16,6.39,89.39,49.5,2.46,0.33,0.38,0.08,0.73,0.5,7.37,18,410,0.92,10,0,1904.03,2,5.2,9.4,3.75,22.85,6.4,2.64,4.2,94,8
32,Female,27503,2.45,10,4,5.74,0.74,5.52,4,3.51,3.4,6.12,2.5,62.77,72.01,1.78,0.84,0.46,0.29,0.77,0.65,1.76,16,115,0.2,8,0,193.46,3,8.36,1.52,7.06,23.62,7.7,7.46,4.12,28,10
36,Male,138455,6.86,27,0,6.89,2.96,4.17,6,4.44,8.44,4.19,5.08,100.0,83.33,4.09,0.49,0.24,0.26,0.68,0.48,3.61,13,449,0.93,7,1,205.19,4,3.6,3.75,4.11,20.74,9.89,7.25,4.58,68,2
45,Male,138766,3.7,21,6,4.21,0.06,2.53,5,7.63,7.99,7.3,7.2,69.46,66.4,0.73,0.86,0.28,0.26,0.38,0.53,6.37,46,349,0.59,7,0,391.61,4,7.54,3.43,3.14,26.13,7.74,7.67,2.24,32,7
36,Male,138132,11.69,28,1,6.94,1.74,6.18,7,3.92,4.29,6.77,6.33,70.32,52.27,7.66,0.91,0.18,0.25,0.43,0.31,8.48,25,411,1.82,0,1,834.2,0,7.17,3.89,7.66,29.04,13.9,5.58,0.0,11,5
23,Male,74760,0.67,7,20,5.77,0.91,0.24,2,5.55,3.0,8.49,8.65,82.58,49.03,0.23,0.14,0.37,0.31,0.21,0.21,11.14,21,93,2.38,2,1,300.53,0,4.19,9.21,6.78,27.87,2.46,3.54,5.27,96,6
20,Male,139230,3.16,19,1,4.18,0.85,0.79,10,6.46,7.97,5.32,8.92,59.19,72.68,1.96,0.44,0.26,0.36,0.63,0.17,10.35,6,291,1.94,1,1,253.54,7,6.75,5.7,4.95,19.24,9.69,3.66,1.15,70,6
48,Male,78066,0.24,34,15,5.49,0.38,0.08,6,7.21,10.0,5.01,4.04,39.91,90.88,0.16,0.69,0.4,0.17,0.89,0.29,7.6,7,116,1.66,10,0,167.62,4,5.58,3.36,8.66,23.86,9.23,3.58,4.62,67,6
50,Male,89961,7.49,3,18,5.83,0.93,3.03,5,4.71,4.78,2.06,9.48,65.32,57.86,6.17,0.5,0.25,0.36,0.82,0.8,0.91,33,8,0.61,8,1,65.28,10,4.07,1.81,6.08,21.98,12.85,4.65,6.81,17,6
52,Male,147623,2.89,21,16,7.14,0.07,1.12,1,5.51,3.78,4.53,5.33,53.04,53.17,1.76,0.31,0.4,0.61,0.29,0.58,1.91,43,424,3.0,1,1,1207.33,10,6.36,4.35,4.4,22.48,5.83,3.59,6.51,27,8
32,Female,123092,9.56,21,11,7.68,2.63,1.37,2,4.69,5.99,1.66,4.35,73.8,85.1,6.07,0.89,0.2,0.61,0.32,0.33,10.71,1,167,3.19,4,0,344.96,3,0.74,6.63,6.02,26.64,11.63,5.31,3.75,19,9
47,Male,27213,3.2,21,12,7.72,0.57,0.93,7,0.0,5.62,2.41,10.0,100.0,63.7,3.0,0.42,0.22,0.29,0.21,0.23,11.65,21,104,3.6,1,0,55.7,0,5.33,8.3,5.38,30.77,5.8,3.46,5.49,46,8
37,Male,122664,2.98,14,18,7.02,1.1,0.43,8,3.27,8.15,5.46,1.03,42.11,85.73,1.74,0.3,0.13,0.4,0.3,0.59,4.47,42,427,0.83,7,0,108.19,9,3.11,6.7,5.94,23.52,7.39,5.02,1.13,8,1
47,Female,83638,3.61,20,5,5.65,3.39,0.43,2,5.56,10.0,10.0,4.58,89.75,91.06,4.04,0.58,0.11,0.04,0.73,0.13,1.43,6,188,1.51,5,1,282.23,4,4.53,3.6,3.54,13.06,5.72,2.07,3.01,99,3
37,Male,23264,1.68,14,11,6.9,8.28,1.53,1,5.14,3.67,7.64,6.15,54.12,46.8,1.33,0.08,0.21,0.51,0.16,0.81,2.6,13,290,0.3,7,0,505.29,8,8.18,6.46,5.64,25.73,5.15,6.58,4.89,44,2
41,Male,104020,10.49,28,20,8.73,1.27,4.78,2,7.79,1.38,5.82,8.19,64.1,76.64,7.41,0.74,0.5,0.12,0.42,0.39,3.51,13,90,3.5,7,0,200.53,0,7.56,3.76,6.16,26.87,13.7,6.76,0.0,8,6
30,Male,53259,7.84,3,4,6.59,4.43,1.06,1,4.17,7.08,6.2,5.77,87.25,65.92,4.49,0.44,0.6,0.39,0.44,0.21,3.91,1,251,1.35,0,0,234.65,5,7.83,4.0,6.68,29.01,8.68,4.49,0.0,66,4
58,Female,138292,9.84,18,3,8.66,1.97,0.06,3,8.06,4.86,3.89,5.62,58.01,87.8,6.43,0.56,0.45,0.57,0.42,0.67,0.72,19,67,1.99,0,0,434.28,9,6.85,7.17,5.52,24.6,10.94,7.92,6.02,90,8
30,Male,20518,3.43,36,0,6.02,2.87,1.39,5,5.88,4.73,5.45,7.18,47.04,48.75,3.73,0.61,0.19,0.3,0.49,0.45,4.41,27,140,1.5,4,1,1290.8,10,4.19,1.15,5.86,25.88,15.16,7.0,4.05,92,5
14,Female,63120,5.4,18,22,7.74,6.59,0.42,5,3.07,3.37,6.37,3.85,77.66,49.59,2.75,0.32,0.23,0.54,0.65,0.12,3.06,14,221,3.25,7,1,649.47,1,5.93,5.38,5.75,26.31,9.66,4.52,5.43,55,10
47,Female,114880,3.33,19,1,6.84,8.43,1.94,1,4.33,6.43,6.62,9.22,66.61,47.38,1.83,0.93,0.14,0.34,0.77,0.06,2.2,41,226,1.85,2,0,73.02,4,1.68,4.48,6.75,18.49,7.72,6.13,3.86,49,6
28,Male,31867,1.39,10,8,7.8,0.14,1.55,1,4.8,6.54,7.15,4.71,71.34,47.23,1.75,0.65,0.45,0.1,0.48,0.6,3.3,30,177,4.83,0,0,1153.8,8,2.17,4.82,3.82,25.58,5.38,6.97,4.53,23,6
53,Male,137626,9.28,14,17,6.71,1.62,1.57,3,6.31,2.62,6.12,4.59,75.58,54.14,8.24,0.21,0.5,0.66,0.41,0.17,6.45,48,405,1.82,3,1,967.81,3,7.92,5.52,1.22,24.45,16.71,6.32,3.67,79,6
48,Female,67933,5.23,34,5,7.8,1.56,1.26,8,7.21,0.7,3.57,7.04,47.12,63.76,3.89,0.37,0.08,0.6,0.55,0.29,4.45,26,128,1.68,0,1,845.55,5,4.23,5.69,6.44,26.83,7.68,1.17,6.79,2,2
45,Female,144450,4.51,13,6,6.23,0.0,4.43,10,3.95,7.41,4.86,7.43,42.66,62.76,3.63,0.93,0.21,0.26,0.75,0.39,0.92,34,262,3.02,4,1,110.64,0,6.14,2.96,7.31,26.03,6.29,3.38,3.74,12,4
16,Female,81701,3.02,3,3,5.81,0.97,0.75,3,2.3,5.69,4.3,7.73,100.0,49.05,1.2,0.54,0.23,0.14,0.07,0.32,5.65,7,395,1.43,1,0,354.15,7,5.85,7.96,5.35,25.87,7.08,7.91,1.4,27,5
45,Other,8344,0.73,14,20,6.35,0.33,1.22,4,5.5,5.45,6.28,5.34,87.73,51.85,0.38,0.51,0.51,0.1,0.82,0.25,1.61,33,132,2.0,10,0,761.3,6,6.0,1.82,7.21,12.37,2.28,5.11,4.18,29,5
26,Male,103494,4.03,30,18,6.05,2.08,0.18,2,6.14,7.01,7.56,4.86,77.48,80.15,3.18,0.85,0.1,0.45,0.52,0.85,2.94,46,322,0.18,2,1,196.33,10,2.35,3.21,2.61,23.64,7.43,7.07,6.62,24,9
33,Male,107154,2.05,25,4,7.11,1.52,1.53,9,5.37,0.0,4.39,5.51,72.97,88.25,1.49,0.47,0.1,0.16,0.71,0.61,6.25,42,302,2.81,3,1,16.01,7,4.11,5.89,7.13,21.48,2.47,4.53,1.83,57,9
32,Female,133194,9.45,17,9,5.68,0.92,0.37,8,1.65,3.7,7.71,7.14,67.5,57.99,7.0,0.28,0.15,0.46,0.72,0.48,14.91,35,16,2.18,4,1,353.79,3,2.17,7.58,7.6,25.61,13.71,6.43,6.46,95,9
20,Female,140527,6.77,6,2,6.73,0.91,2.32,1,4.19,3.34,6.85,6.6,84.02,78.38,3.28,0.56,0.41,0.14,0.74,0.05,3.92,37,479,2.05,2,0,17.51,5,6.2,4.32,2.46,28.23,13.7,7.12,4.83,12,7
19,Male,130113,6.1,32,17,6.12,0.92,0.66,1,7.68,5.12,10.0,5.47,86.31,68.28,4.06,0.78,0.18,0.09,0.05,0.33,9.61,21,264,1.44,8,1,389.48,8,9.24,6.49,4.83,30.57,7.67,5.21,4.44,79,4
